cluster_id,avg_spam,urls,non_alphanumeric_punctuation_coefficient,email_in_name,contains_sexual_word,capital_coefficient,email_length,whitespace_coefficient,contains_currency
0,0.510325837540156,0.0,0.009182657108958067,0.6938944194146897,0.0,0.1366668278639211,0.0005982203913708384,0.001650424508332191,1.0
1,0.22374317607756863,0.0,0.009296000069149895,0.7984735880749454,0.0,0.104064639998385,0.00031685665842350974,0.0017781116101953885,0.0
2,0.3512334911537503,0.0,0.009352224932844454,0.7370700219906726,1.0,0.08021490461780013,0.0006562753441716617,0.0017396912487674073,0.0
3,0.6436245954692557,1.0,0.009309838279770758,0.5999620866755434,0.0,0.07782234794657306,0.0006542550301137681,0.0018657881501773787,1.0
4,0.5309839533563799,1.0,0.008235242833903492,0.6429973381937064,0.0,0.10013121581636572,0.0003563800108822428,0.0014215420473254277,0.0
5,0.5596676737160121,1.0,0.008643945217965398,0.6699044464438699,1.0,0.07687618523470642,0.0006809598810526145,0.001419557003049362,0.0
6,0.6644889070368858,1.0,0.008854717323142504,0.628096380180857,1.0,0.100782226991692,0.0020819118627198635,0.0015021643290978898,1.0
7,0.7438309475119291,0.0,0.009302151572627235,0.5673519812473861,1.0,0.10922390689652813,0.0011719942785470032,0.0016554420095045864,1.0
